PLU NO.,ITEM CODE,ENGLISH DESC,KOR DESC, ORIGIN , CATE(ENG) ,CATE(KOR),CATE(NO),LOCAL PLU,ORGANIC
1858,,BABY OYSTER MUSHROOM,어린느타리버섯,, MUSHROOM ,버섯,4-10-57,11858,91858
1859,,OYSTER MUSHROOM,느타리버섯,, MUSHROOM ,버섯,4-10-57,11859,91859
1860,,BABY SHIITAKE MUSHROOM,어린표고버섯,, MUSHROOM ,버섯,4-10-57,11860,91860
1861,,SHIITAKE MUSHROOM,표고버섯,, MUSHROOM ,버섯,4-10-57,11861,91861
1862,,NATURAL PINE MUSHROOM,자연산송이버섯,, MUSHROOM ,버섯,4-10-57,11862,91862
1863,,PINE MUSHROOM,송이버섯,, MUSHROOM ,버섯,4-10-57,11863,91863
1864,,WOOD EAR MUSHROOM,목이버섯,, MUSHROOM ,버섯,4-10-57,11864,91864
1865,,SEAFOOD MUSHROOM,해물버섯,, MUSHROOM ,버섯,4-10-57,11865,91865
1866,,ENOKI MUSHROOM,팽이버섯,, MUSHROOM ,버섯,4-10-57,11866,91866
1867,,WHITE SHIMEJI MUSHROOM,화이트시메지버섯,, MUSHROOM ,버섯,4-10-57,11867,91867
1868,,BROWN SHIMEJI MUSHROOM,브라운시메지버섯,, MUSHROOM ,버섯,4-10-57,11868,91868
1869,,MOREL MUSHROOM,모렐버섯,, MUSHROOM ,버섯,4-10-57,11869,91869
1870,,CREMINI MUSHROOM,크리미니버섯,, MUSHROOM ,버섯,4-10-57,11870,91870
1871,,PORTOBELLA MUSHROOM,포토벨라버섯,, MUSHROOM ,버섯,4-10-57,11871,91871
1872,,BABYBELLA MUSHROOM,베이비벨라버섯,, MUSHROOM ,버섯,4-10-57,11872,91872
1873,,PHELLINUS MUSHROOM,상황버섯,, MUSHROOM ,버섯,4-10-57,11873,91873
1874,,WHITE MUSHROOM,화이트버섯,, MUSHROOM ,버섯,4-10-57,11874,91874
1875,,HEDHEHOG MUSHROOM,고슴도치버섯,, MUSHROOM ,버섯,4-10-57,11875,91875
1876,,NATURAL CHANTERELEE MUSHROOM,자연산샹트렐버섯,, MUSHROOM ,버섯,4-10-57,11876,91876
1877,,WHITE CHANTERELEE MUSHROOM,화이트향트렐버섯,, MUSHROOM ,버섯,4-10-57,11877,91877
1878,,YELLOW CHANTERELLE MUSHROOM,옐로우향트렐버섯,, MUSHROOM ,버섯,4-10-57,11878,91878
1879,,CHAGA MUSHROOM,차가버섯,, MUSHROOM ,버섯,4-10-57,11879,91879
1880,,WHITE MUSHROOM(SLICED),화이트버섯(슬라이스),, MUSHROOM ,버섯,4-10-57,11880,91880
1881,,LION'S MANE MUSHROOM,노루궁뎅이버섯,, MUSHROOM ,버섯,4-10-57,11881,91881
1882,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11882,91882
1883,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11883,91883
1884,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11884,91884
1885,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11885,91885
1886,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11886,91886
1887,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11887,91887
1888,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11888,91888
1889,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11889,91889
1890,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11890,91890
1891,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11891,91891
1892,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11892,91892
1893,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11893,91893
1894,,RESERVE(MUSHROOM),RESERVE(MUSHROOM),, MUSHROOM ,버섯,4-10-57,11894,91894
1895,,BROCCOLI,브로컬리,, BROCCOLI ,브로컬리,4-10-58,11895,91895
1896,,CROWN BROCCOLI,크라운브로컬리,, BROCCOLI ,브로컬리,4-10-58,11896,91896
1897,,PURPLE BROCCOLI,퍼플브로컬리,, BROCCOLI ,브로컬리,4-10-58,11897,91897
1898,,CHINESE BROCCOLI,중국브로컬리,, BROCCOLI ,브로컬리,4-10-58,11898,91898
1899,,RAPPINI,라피니,, BROCCOLI ,브로컬리,4-10-58,11899,91899
1900,,RESERVE(BROCCOLI),RESERVE(BROCCOLI),, BROCCOLI ,브로컬리,4-10-58,11900,91900
1901,,RESERVE(BROCCOLI),RESERVE(BROCCOLI),, BROCCOLI ,브로컬리,4-10-58,11901,91901
1902,,RESERVE(BROCCOLI),RESERVE(BROCCOLI),, BROCCOLI ,브로컬리,4-10-58,11902,91902
1903,,RESERVE(BROCCOLI),RESERVE(BROCCOLI),, BROCCOLI ,브로컬리,4-10-58,11903,91903
1904,,RESERVE(BROCCOLI),RESERVE(BROCCOLI),, BROCCOLI ,브로컬리,4-10-58,11904,91904
1905,,CAULIFLOWER,컬리플라워,, CAULIFLOWER ,컬리플라워,4-10-59,11905,91905
1906,,WHITE CAULIFLOWER,화이트컬리플라워,, CAULIFLOWER ,컬리플라워,4-10-59,11906,91906
1907,,CHINESE CAULIFLOWER,중국컬리플라워,, CAULIFLOWER ,컬리플라워,4-10-59,11907,91907
1908,,GREEN CAULIFLOWER,그린컬리플라워,, CAULIFLOWER ,컬리플라워,4-10-59,11908,91908
1909,,ORANGE CAULIFLOWER,오렌지컬리플라워,, CAULIFLOWER ,컬리플라워,4-10-59,11909,91909
1910,,PURPLE CAULIFLOWER,퍼플컬리플라워,, CAULIFLOWER ,컬리플라워,4-10-59,11910,91910
1911,,BABY CAULIFLOWER,베이지컬리플라워,, CAULIFLOWER ,컬리플라워,4-10-59,11911,91911
1912,,ROMANESCO CALIFLOWER,로마네스코,, CAULIFLOWER ,컬리플라워,4-10-59,11912,91912
1913,,TAIWAN CALIFLOWER,타이완컬리플라워,, CAULIFLOWER ,컬리플라워,4-10-59,11913,91913
1914,,RESERVE(CAULIFLOWER),RESERVE(CAULIFLOWER),, CAULIFLOWER ,컬리플라워,4-10-59,11914,91914
1915,,RESERVE(CAULIFLOWER),RESERVE(CAULIFLOWER),, CAULIFLOWER ,컬리플라워,4-10-59,11915,91915
1916,,RESERVE(CAULIFLOWER),RESERVE(CAULIFLOWER),, CAULIFLOWER ,컬리플라워,4-10-59,11916,91916
1917,,RESERVE(CAULIFLOWER),RESERVE(CAULIFLOWER),, CAULIFLOWER ,컬리플라워,4-10-59,11917,91917
1918,,RESERVE(CAULIFLOWER),RESERVE(CAULIFLOWER),, CAULIFLOWER ,컬리플라워,4-10-59,11918,91918
1919,,RESERVE(CAULIFLOWER),RESERVE(CAULIFLOWER),, CAULIFLOWER ,컬리플라워,4-10-59,11919,91919
1920,,ARTICHOKE,아티초크,, ARTICHOKE ,아티초크,4-10-60,11920,91920
1921,,GREEN ARTICHOKE,그린아티초크,, ARTICHOKE ,아티초크,4-10-60,11921,91921
1922,,BABY ARTICHOKE,작은아티초크,, ARTICHOKE ,아티초크,4-10-60,11922,91922
1923,,RESERVE(ARTICHOKE),RESERVE(ARTICHOKE),, ARTICHOKE ,아티초크,4-10-60,11923,91923
1924,,RESERVE(ARTICHOKE),RESERVE(ARTICHOKE),, ARTICHOKE ,아티초크,4-10-60,11924,91924
1925,,SUGAR CANE,사탕수수,, SUGAR CANE ,사탕수수,4-10-61,11925,91925
1926,,GREEN SUGAR CANE,그린사탕수수,, SUGAR CANE ,사탕수수,4-10-61,11926,91926
1927,,PURPLE SUGAR CANE,퍼플사탕수수,, SUGAR CANE ,사탕수수,4-10-61,11927,91927
1928,,RESERVE(SUGAR CANE),RESERVE(SUGAR CANE),, SUGAR CANE ,사탕수수,4-10-61,11928,91928
1929,,RESERVE(SUGAR CANE),RESERVE(SUGAR CANE),, SUGAR CANE ,사탕수수,4-10-61,11929,91929
1930,,ALOE VERA,알로에베라,, ETC VEGETABLE ,기타야채,4-10-62,11930,91930
1931,,GINKO,은행,, ETC VEGETABLE ,기타야채,4-10-62,11931,91931
1932,,PEELED GINKO,깐은행,, ETC VEGETABLE ,기타야채,4-10-62,11932,91932
1933,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11933,91933
1934,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11934,91934
1935,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11935,91935
1936,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11936,91936
1937,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11937,91937
1938,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11938,91938
1939,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11939,91939
1940,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11940,91940
1941,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11941,91941
1942,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11942,91942
1943,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11943,91943
1944,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11944,91944
1945,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11945,91945
1946,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11946,91946
1947,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11947,91947
1948,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11948,91948
1949,,RESERVE(ETC VEGETABLE),RESERVE(ETC VEGETABLE),, ETC VEGETABLE ,기타야채,4-10-62,11949,91949
1950,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1951,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1952,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1953,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1954,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1955,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1956,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1957,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1958,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1959,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1960,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1961,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1962,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1963,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1964,,ETC,ETC,, ETC ,기타,4-10-63,X,X
1965,,DRIED)CRYSTAL GINGER,말린)크리스탈 생강,, DRIED VEGETABLE ,건채,4-10-64,X,X
1966,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1967,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1968,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1969,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1970,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1971,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1972,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1973,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1974,,RESERVE(DRIED VEGETABLE),RESERVE(DRIED VEGETABLE),, DRIED VEGETABLE ,건채,4-10-64,X,X
1975,,SEED,씨앗,, SEED ,씨앗,4-10-65,X,X
1976,,RESERVE(SEED),RESERVE(SEED),, SEED ,씨앗,4-10-65,X,X
1977,,RESERVE(SEED),RESERVE(SEED),, SEED ,씨앗,4-10-65,X,X
1978,,RESERVE(SEED),RESERVE(SEED),, SEED ,씨앗,4-10-65,X,X
1979,,RESERVE(SEED),RESERVE(SEED),, SEED ,씨앗,4-10-65,X,X
1980,,FLOWERPOT,모종/화분,, FLOWERPOT ,모종/화분,4-10-66,X,X
1981,,RESERVE(FLOWERPOT),RESERVE(FLOWERPOT),, FLOWERPOT ,모종/화분,4-10-66,X,X
1982,,RESERVE(FLOWERPOT),RESERVE(FLOWERPOT),, FLOWERPOT ,모종/화분,4-10-66,X,X
1983,,RESERVE(FLOWERPOT),RESERVE(FLOWERPOT),, FLOWERPOT ,모종/화분,4-10-66,X,X
1984,,RESERVE(FLOWERPOT),RESERVE(FLOWERPOT),, FLOWERPOT ,모종/화분,4-10-66,X,X
1985,,ETC,기타,, ETC ,기타,4-10-67,X,X
1986,,YOUNG JICAMA,영지카마,, ETC ,기타,4-10-67,X,X
1987,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1988,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1989,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1990,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1991,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1992,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1993,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1994,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1995,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1996,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1997,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1998,,ETC,ETC,, ETC ,기타,4-10-67,X,X
1999,,ETC,ETC,, ETC ,기타,4-10-67,X,X
2000,,APPLE,사과,, APPLE ,사과,4-20-01,12000,92000
2001,,FUJI APPLE,후지사과,, APPLE ,사과,4-20-01,12001,92001
2002,,GALA APPLE,갈라사과,, APPLE ,사과,4-20-01,12002,92002
2003,,ENVY APPLE,엔비사과,, APPLE ,사과,4-20-01,12003,92003
2004,,SUGAR BEE APPLE,슈가비사과,, APPLE ,사과,4-20-01,12004,92004
2005,,GRANNY SMITH APPLE,그래니스미스사과,, APPLE ,사과,4-20-01,12005,92005
2006,,HONEYCRISP APPLE,허니크리스피사과,, APPLE ,사과,4-20-01,12006,92006
2007,,JONAGOLD APPLE,죠나골드사과,, APPLE ,사과,4-20-01,12007,92007
2008,,KIKU APPLE,키쿠사과,, APPLE ,사과,4-20-01,12008,92008
2009,,OPAL APPLE,오팔사과,, APPLE ,사과,4-20-01,12009,92009
2010,,RED DELICIOUS APPLE,레드딜리셔스사과,, APPLE ,사과,4-20-01,12010,92010
2011,,GOLDEN DELICIOUS APPLE,골든딜리셔스사과,, APPLE ,사과,4-20-01,12011,92011
2012,,EVERCRISP APPLE,에버크리스피사과,, APPLE ,사과,4-20-01,12012,92012
2013,,COSMIC CRISP APPLE,코스믹크리스피사과,, APPLE ,사과,4-20-01,12013,92013
2014,,SNOW APPLE,스노우사과,, APPLE ,사과,4-20-01,12014,92014
2015,,AUTUMN GLORY APPLE,어텀글로리사과,, APPLE ,사과,4-20-01,12015,92015
2016,,SMITTEN APPLE,스미슨사과,, APPLE ,사과,4-20-01,12016,92016
2017,,JAZZ APPLE,재즈사과,, APPLE ,사과,4-20-01,12017,92017
2018,,PACIFIC ROSE APPLE,퍼시픽로즈사과,, APPLE ,사과,4-20-01,12018,92018
2019,,JUICY APPLE,쥬시사과,, APPLE ,사과,4-20-01,12019,92019
2020,,KORU APPLE,코루사과,, APPLE ,사과,4-20-01,12020,92020
2021,,PINK LADY APPLE,핑크레이디사과,, APPLE ,사과,4-20-01,12021,92021
2022,,KANZI(NICOTER) APPLE,칸지사과,, APPLE ,사과,4-20-01,12022,92022
2023,,ROME APPLE,로마사과,, APPLE ,사과,4-20-01,12023,92023
2024,,SUNRISE MAGIC APPLE,선라이즈매직사과,, APPLE ,사과,4-20-01,12024,92024
2025,,AMBROSIA APPLE,앰브로샤사과,, APPLE ,사과,4-20-01,12025,92025
2026,,BRAEBURN APPLE,브리번사과,, APPLE ,사과,4-20-01,12026,92026
2027,,CAMEO APPLE,카메오사과,, APPLE ,사과,4-20-01,12027,92027
2028,,GREEN DRAGON APPLE,그린드래곤사과,, APPLE ,사과,4-20-01,12028,92028
2029,,PINOVA APPLE,피노바사과,, APPLE ,사과,4-20-01,12029,92029
2030,,GINGER GOLD APPLE,진저골드사과,, APPLE ,사과,4-20-01,12030,92030
2031,,PAZAZZ APPLE,파재즈사과,, APPLE ,사과,4-20-01,12031,92031
2032,,PINK CRISPY APPLE,핑크크리스피사과,, APPLE ,사과,4-20-01,12032,92032
2033,,ENZA APPLE,엔자사과,, APPLE ,사과,4-20-01,12033,92033
2034,,SWEETANGO APPLE,스윗탱고사과,, APPLE ,사과,4-20-01,12034,92034
2035,,MACINTOSH APPLE,맥킨토시사과,, APPLE ,사과,4-20-01,12035,92035
2036,,SWEETIE CRISPY APPLE,스위티크리스피사과,, APPLE ,사과,4-20-01,12036,92036
2037,,RAINIER APPLE,레이니어사과,, APPLE ,사과,4-20-01,12037,92037
2038,,DAZZLE APPLE,데이즐사과,, APPLE ,사과,4-20-01,12038,92038
2039,,LEMONADE APPLE,레모네이드사과,, APPLE ,사과,4-20-01,12039,92039
2040,,LUCY GLO APPLE,루시글로사과,, APPLE ,사과,4-20-01,12040,92040
2041,,LUCY ROSE APPLE,루시로즈사과,, APPLE ,사과,4-20-01,12041,92041
2042,,WILD TWIST APPE,와일드트위스트사과,, APPLE ,사과,4-20-01,12042,92042
2043,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12043,92043
2044,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12044,92044
2045,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12045,92045
2046,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12046,92046
2047,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12047,92047
2048,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12048,92048
2049,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12049,92049
2050,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12050,92050
2051,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12051,92051
2052,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12052,92052
2053,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12053,92053
2054,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12054,92054
2055,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12055,92055
2056,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12056,92056
2057,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12057,92057
2058,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12058,92058
2059,,RESERVE(APPLE),RESERVE(APPLE),, APPLE ,사과,4-20-01,12059,92059
2060,,KOREAN PEAR,한국배,, KOREAN PEAR ,한국배,4-20-02,12060,92060
2061,,KOREAN SINGO PEAR,한국신고배,, KOREAN PEAR ,한국배,4-20-02,12061,92061
2062,,KOREAN WONHWANG PEAR,한국원황배,, KOREAN PEAR ,한국배,4-20-02,12062,92062
2063,,KOREAN GOLDEN PEAR,한국골든배,, KOREAN PEAR ,한국배,4-20-02,12063,92063
2064,,KOREAN NAJU PEAR,한국나주배,, KOREAN PEAR ,한국배,4-20-02,12064,92064
2065,,RESERVE(KOREAN PEAR),RESERVE(KOREAN PEAR),, KOREAN PEAR ,한국배,4-20-02,12065,92065
2066,,RESERVE(KOREAN PEAR),RESERVE(KOREAN PEAR),, KOREAN PEAR ,한국배,4-20-02,12066,92066
2067,,RESERVE(KOREAN PEAR),RESERVE(KOREAN PEAR),, KOREAN PEAR ,한국배,4-20-02,12067,92067
2068,,RESERVE(KOREAN PEAR),RESERVE(KOREAN PEAR),, KOREAN PEAR ,한국배,4-20-02,12068,92068
2069,,RESERVE(KOREAN PEAR),RESERVE(KOREAN PEAR),, KOREAN PEAR ,한국배,4-20-02,12069,92069
2070,,PEAR,배,, PEAR ,배,4-20-03,12070,92070
2071,,ASIAN PEAR,아시아배,, PEAR ,배,4-20-03,12071,92071
2072,,FRAGRANT PEAR,향기배,, PEAR ,배,4-20-03,12072,92072
2073,,BOSC PEAR,보스크배,, PEAR ,배,4-20-03,12073,92073
2074,,D'ANJOU PEAR,당주배,, PEAR ,배,4-20-03,12074,92074
2075,,FORELLE PEAR,포렐레배,, PEAR ,배,4-20-03,12075,92075
2076,,YALI PEAR,얄리배,, PEAR ,배,4-20-03,12076,92076
2077,,BARTLETT PEAR,버틀렛배,, PEAR ,배,4-20-03,12077,92077
2078,,RED BARTLETT PEAR,레드버틀렛배,, PEAR ,배,4-20-03,12078,92078
2079,,CONCORDE PEAR,콩코드배,, PEAR ,배,4-20-03,12079,92079
2080,,TAYLOR GOLD PEAR,테일러골드배,, PEAR ,배,4-20-03,12080,92080
2081,,PACKHAM PEAR,팩햄배,, PEAR ,배,4-20-03,12081,92081
2082,,RED D'ANJOU PEAR,레드당주배,, PEAR ,배,4-20-03,12082,92082
2083,,GREEN D'ANJOU PEAR,그린당주배,, PEAR ,배,4-20-03,12083,92083
2084,,SAND PEAR,모래배,, PEAR ,배,4-20-03,12084,92084
2085,,COMICE PEAR,코미스배,, PEAR ,배,4-20-03,12085,92085
2086,,RED COMICE PEAR,레드코미스배,, PEAR ,배,4-20-03,12086,92086
2087,,ANGEL PEAR,엔젤배,, PEAR ,배,4-20-03,12087,92087
2088,,CRIMSON PEAR,크림슨배,, PEAR ,배,4-20-03,12088,92088
2089,,STARKRIMSON PEAR,스타크림슨배,, PEAR ,배,4-20-03,12089,92089
2090,,FLAMINGO PEAR,플라밍고배,, PEAR ,배,4-20-03,12090,92090
2091,,DIAMOND PEAR,다이아몬드배,, PEAR ,배,4-20-03,12091,92091
2092,,ASAIN SHIN LI PEAR,아시아신리배,, PEAR ,배,4-20-03,12092,92092
2093,,VELVETEEN PEAR,벨베틴배,, PEAR ,배,4-20-03,12093,92093
2094,,RED PEAR,레드배,, PEAR ,배,4-20-03,12094,92094
2095,,HOSUI ASAIN PEAR,호수이배,, PEAR ,배,4-20-03,12095,92095
2096,,CRUNCHY GOLD PEAR,그런치골드배,, PEAR ,배,4-20-03,12096,92096
2097,,BROWN PEAR,갈색배,, PEAR ,배,4-20-03,12097,92097
2098,,GOLDEN PEAR,골든배,, PEAR ,배,4-20-03,12098,92098
2099,,SECKEL PEAR,세켈배,, PEAR ,배,4-20-03,12099,92099
2100,,NAN SHUI PEAR,난수이배,, PEAR ,배,4-20-03,12100,92100
2101,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12101,92101
2102,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12102,92102
2103,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12103,92103
2104,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12104,92104
2105,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12105,92105
2106,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12106,92106
2107,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12107,92107
2108,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12108,92108
2109,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12109,92109
2110,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12110,92110
2111,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12111,92111
2112,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12112,92112
2113,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12113,92113
2114,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12114,92114
2115,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12115,92115
2116,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12116,92116
2117,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12117,92117
2118,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12118,92118
2119,,RESERVE(PEAR),RESERVE(PEAR),, PEAR ,배,4-20-03,12119,92119
2120,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2121,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2122,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2123,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2124,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2125,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2126,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2127,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2128,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2129,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2130,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2131,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2132,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2133,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2134,,ETC,ETC,, ETC ,기타,4-20-04,X,X
2135,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2136,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2137,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2138,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2139,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2140,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2141,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2142,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2143,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2144,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2145,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2146,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2147,,ETC,ETC,, ETC ,기타,4-20-05,X,X
